#	TYPE	label	Value
ID	TYPE	A rdfs:label	I https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001007
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001007	owl:DataProperty		
https://purls.helmholtz-metadaten.de/msekg/17451597693901	http://purl.obolibrary.org/obo/IAO_0000605	FEAP	FEAP
https://purls.helmholtz-metadaten.de/msekg/17451597693902	http://purl.obolibrary.org/obo/IAO_0000605	VTK	VTK
https://purls.helmholtz-metadaten.de/msekg/17451597693903	http://purl.obolibrary.org/obo/IAO_0000605	VASP	VASP
https://purls.helmholtz-metadaten.de/msekg/17451597693904	http://purl.obolibrary.org/obo/IAO_0000605	CASTEP	CASTEP
https://purls.helmholtz-metadaten.de/msekg/17451597693905	http://purl.obolibrary.org/obo/IAO_0000605	CPMD	CPMD
https://purls.helmholtz-metadaten.de/msekg/17451597693906	http://purl.obolibrary.org/obo/IAO_0000605	PEtot	PEtot
https://purls.helmholtz-metadaten.de/msekg/17451597693907	http://purl.obolibrary.org/obo/IAO_0000605	SPHINX	SPHINX
https://purls.helmholtz-metadaten.de/msekg/17451597693908	http://purl.obolibrary.org/obo/IAO_0000605	deMon2k	deMon2k
https://purls.helmholtz-metadaten.de/msekg/17451597693909	http://purl.obolibrary.org/obo/IAO_0000605	CRYSTAL17	CRYSTAL17
https://purls.helmholtz-metadaten.de/msekg/174515976939010	http://purl.obolibrary.org/obo/IAO_0000605	OpenMX	OpenMX
https://purls.helmholtz-metadaten.de/msekg/174515976939011	http://purl.obolibrary.org/obo/IAO_0000605	LAMMPS	LAMMPS
https://purls.helmholtz-metadaten.de/msekg/174515976939012	http://purl.obolibrary.org/obo/IAO_0000605	IMD	IMD
https://purls.helmholtz-metadaten.de/msekg/174515976939013	http://purl.obolibrary.org/obo/IAO_0000605	MOOSE	MOOSE
https://purls.helmholtz-metadaten.de/msekg/174515976939014	http://purl.obolibrary.org/obo/IAO_0000605	DAMASK	DAMASK
https://purls.helmholtz-metadaten.de/msekg/174515976939015	http://purl.obolibrary.org/obo/IAO_0000605	AiiDA	AiiDA
https://purls.helmholtz-metadaten.de/msekg/174515976939016	http://purl.obolibrary.org/obo/IAO_0000605	ASE	ASE
https://purls.helmholtz-metadaten.de/msekg/174515976939017	http://purl.obolibrary.org/obo/IAO_0000605	OVITO	OVITO
https://purls.helmholtz-metadaten.de/msekg/174515976939018	http://purl.obolibrary.org/obo/IAO_0000605	VESTA	VESTA
https://purls.helmholtz-metadaten.de/msekg/174515976939019	http://purl.obolibrary.org/obo/IAO_0000605	XcrySDen	XcrySDen
https://purls.helmholtz-metadaten.de/msekg/174515976939020	http://purl.obolibrary.org/obo/IAO_0000605	VMD	VMD
https://purls.helmholtz-metadaten.de/msekg/174515976939021	http://purl.obolibrary.org/obo/IAO_0000605	GIMS	GIMS
https://purls.helmholtz-metadaten.de/msekg/174515976939022	http://purl.obolibrary.org/obo/IAO_0000605	Pymatgen	Pymatgen
https://purls.helmholtz-metadaten.de/msekg/174515976939023	http://purl.obolibrary.org/obo/IAO_0000605	Yaff	Yaff
https://purls.helmholtz-metadaten.de/msekg/174515976939024	http://purl.obolibrary.org/obo/IAO_0000605	CLEASE	CLEASE
https://purls.helmholtz-metadaten.de/msekg/174515976939025	http://purl.obolibrary.org/obo/IAO_0000605	ESPEI	ESPEI
https://purls.helmholtz-metadaten.de/msekg/174515976939026	http://purl.obolibrary.org/obo/IAO_0000605	KLIFF	KLIFF
https://purls.helmholtz-metadaten.de/msekg/174515976939027	http://purl.obolibrary.org/obo/IAO_0000605	HTMD	HTMD
https://purls.helmholtz-metadaten.de/msekg/174515976939028	http://purl.obolibrary.org/obo/IAO_0000605	sharc	sharc
https://purls.helmholtz-metadaten.de/msekg/174515976939029	http://purl.obolibrary.org/obo/IAO_0000605	pyLabFEA	pyLabFEA
https://purls.helmholtz-metadaten.de/msekg/174515976939030	http://purl.obolibrary.org/obo/IAO_0000605	AixViPMaP	AixViPMaP
https://purls.helmholtz-metadaten.de/msekg/174515976939031	http://purl.obolibrary.org/obo/IAO_0000605	VIMMP	VIMMP
https://purls.helmholtz-metadaten.de/msekg/174515976939032	http://purl.obolibrary.org/obo/IAO_0000605	Kadi4Mat	Kadi4Mat
https://purls.helmholtz-metadaten.de/msekg/174515976939033	http://purl.obolibrary.org/obo/IAO_0000605	ASR	ASR
https://purls.helmholtz-metadaten.de/msekg/174515976939034	http://purl.obolibrary.org/obo/IAO_0000605	CAMD	CAMD
https://purls.helmholtz-metadaten.de/msekg/174515976939035	http://purl.obolibrary.org/obo/IAO_0000605	CrabNet	CrabNet
https://purls.helmholtz-metadaten.de/msekg/174515976939036	http://purl.obolibrary.org/obo/IAO_0000605	MDCS	MDCS
https://purls.helmholtz-metadaten.de/msekg/174515976939037	http://purl.obolibrary.org/obo/IAO_0000605	MODNet	MODNet
https://purls.helmholtz-metadaten.de/msekg/174515976939038	http://purl.obolibrary.org/obo/IAO_0000605	OACIS	OACIS
https://purls.helmholtz-metadaten.de/msekg/174515976939039	http://purl.obolibrary.org/obo/IAO_0000605	SEAMM	SEAMM
https://purls.helmholtz-metadaten.de/msekg/174515976939040	http://purl.obolibrary.org/obo/IAO_0000605	DGM	DGM
https://purls.helmholtz-metadaten.de/msekg/174515976939041	http://purl.obolibrary.org/obo/IAO_0000605	MPCDF	MPCDF
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	class	Database Software	Database Software
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	class	Electronic Lab Notebook	Electronic Lab Notebook
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	class	image Processing Software	image Processing Software
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	class	Simulation Software	Simulation Software
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	class	Software Application	Software Application
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	class	Software Library	Software Library
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	class	Software Method	Software Method
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	class	Software Module	Software Module
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	class	Software Script	Software Script
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	class	Web Application Software	Web Application Software
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	class	Workflow Management Software	Workflow Management Software
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	class	Data Analysis Software	Data Analysis Software
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001077	named individual	M.Sc.	M.Sc.
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001072	named individual	Dr.	Dr.
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001084	named individual	PD Dr.	PD Dr.
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001073	named individual	Dr.-Ing.	Dr.-Ing.
https://purls.helmholtz-metadaten.de/msekg/17467927655511	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001040	Jun. Prof. Dr.	Jun. Prof. Dr.
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001087	named individual	Prof.	Prof.
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001088	named individual	Prof. Dr.	Prof. Dr.
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001089	named individual	Prof. Dr.-Ing.	Prof. Dr.-Ing.
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001085	named individual	PD Dr. habil.	PD Dr. habil.
https://purls.helmholtz-metadaten.de/msekg/17453287150471	http://purl.obolibrary.org/obo/IAO_0000605	DESY	DESY
https://purls.helmholtz-metadaten.de/msekg/17453287150472	http://purl.obolibrary.org/obo/IAO_0000605	HPC	HPC
https://purls.helmholtz-metadaten.de/msekg/17453287150473	http://purl.obolibrary.org/obo/IAO_0000605	JSC	JSC
https://purls.helmholtz-metadaten.de/msekg/17453287150474	http://purl.obolibrary.org/obo/IAO_0000605	SCC	SCC
https://purls.helmholtz-metadaten.de/msekg/17453287150475	http://purl.obolibrary.org/obo/IAO_0000605	IBC	IBC
https://purls.helmholtz-metadaten.de/msekg/17453317046291	http://purl.obolibrary.org/obo/IAO_0000605	CMSO	CMSO
https://purls.helmholtz-metadaten.de/msekg/17453317046292	http://purl.obolibrary.org/obo/IAO_0000605	PMDCO	PMDCO
https://purls.helmholtz-metadaten.de/msekg/17453317046293	http://purl.obolibrary.org/obo/IAO_0000605	EMMO	EMMO
https://purls.helmholtz-metadaten.de/msekg/17453317046294	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_mechanical_testing	EMMO_mechanical_testing
https://purls.helmholtz-metadaten.de/msekg/17453317046295	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_microstructure	EMMO_microstructure
https://purls.helmholtz-metadaten.de/msekg/17453317046296	http://purl.obolibrary.org/obo/IAO_0000605	OBO	OBO
https://purls.helmholtz-metadaten.de/msekg/17453317046297	http://purl.obolibrary.org/obo/IAO_0000605	SUMO	SUMO
https://purls.helmholtz-metadaten.de/msekg/17453317046298	http://purl.obolibrary.org/obo/IAO_0000605	DOLCE	DOLCE
https://purls.helmholtz-metadaten.de/msekg/17453317046299	http://purl.obolibrary.org/obo/IAO_0000605	SSN	SSN
https://purls.helmholtz-metadaten.de/msekg/174533170462910	http://purl.obolibrary.org/obo/IAO_0000605	SP	SP
https://purls.helmholtz-metadaten.de/msekg/174533170462911	http://purl.obolibrary.org/obo/IAO_0000605	MSEO	MSEO
https://purls.helmholtz-metadaten.de/msekg/174533170462912	http://purl.obolibrary.org/obo/IAO_0000605	CCO	CCO
https://purls.helmholtz-metadaten.de/msekg/174533170462913	http://purl.obolibrary.org/obo/IAO_0000605	BWMD-MID	BWMD-MID
https://purls.helmholtz-metadaten.de/msekg/174533170462914	http://purl.obolibrary.org/obo/IAO_0000605	BWMD-DOMAIN	BWMD-DOMAIN
https://purls.helmholtz-metadaten.de/msekg/174533170462915	http://purl.obolibrary.org/obo/IAO_0000605	MOL_TENSILE	MOL_TENSILE
https://purls.helmholtz-metadaten.de/msekg/174533170462916	http://purl.obolibrary.org/obo/IAO_0000605	LPBFO	LPBFO
https://purls.helmholtz-metadaten.de/msekg/174533170462917	http://purl.obolibrary.org/obo/IAO_0000605	PROV	PROV
https://purls.helmholtz-metadaten.de/msekg/174533170462918	http://purl.obolibrary.org/obo/IAO_0000605	GPO	GPO
https://purls.helmholtz-metadaten.de/msekg/174533170462919	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_BVC	EMMO_BVC
https://purls.helmholtz-metadaten.de/msekg/174533170462920	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_crystallography	EMMO_crystallography
https://purls.helmholtz-metadaten.de/msekg/174533170462921	http://purl.obolibrary.org/obo/IAO_0000605	CIF-core	CIF-core
https://purls.helmholtz-metadaten.de/msekg/174533170462922	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_datamodel	EMMO_datamodel
https://purls.helmholtz-metadaten.de/msekg/174533170462923	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_mappings	EMMO_mappings
https://purls.helmholtz-metadaten.de/msekg/174533170462924	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_atomistic	EMMO_atomistic
https://purls.helmholtz-metadaten.de/msekg/174533170462925	http://purl.obolibrary.org/obo/IAO_0000605	MatOnto	MatOnto
https://purls.helmholtz-metadaten.de/msekg/174533170462926	http://purl.obolibrary.org/obo/IAO_0000605	MatOWL	MatOWL
https://purls.helmholtz-metadaten.de/msekg/174533170462927	http://purl.obolibrary.org/obo/IAO_0000605	MATINFO	MATINFO
https://purls.helmholtz-metadaten.de/msekg/174533170462928	http://purl.obolibrary.org/obo/IAO_0000605	Plinius	Plinius
https://purls.helmholtz-metadaten.de/msekg/174533170462929	http://purl.obolibrary.org/obo/IAO_0000605	PREMAP	PREMAP
https://purls.helmholtz-metadaten.de/msekg/174533170462930	http://purl.obolibrary.org/obo/IAO_0000605	ONTORULE	ONTORULE
https://purls.helmholtz-metadaten.de/msekg/174533170462931	http://purl.obolibrary.org/obo/IAO_0000605	SLACKS	SLACKS
https://purls.helmholtz-metadaten.de/msekg/174533170462932	http://purl.obolibrary.org/obo/IAO_0000605	ELSSI-EMD	ELSSI-EMD
https://purls.helmholtz-metadaten.de/msekg/174533170462933	http://purl.obolibrary.org/obo/IAO_0000605	SEMMD	SEMMD
https://purls.helmholtz-metadaten.de/msekg/174533170462934	http://purl.obolibrary.org/obo/IAO_0000605	NPO	NPO
https://purls.helmholtz-metadaten.de/msekg/174533170462935	http://purl.obolibrary.org/obo/IAO_0000605	eNanomapper	eNanomapper
https://purls.helmholtz-metadaten.de/msekg/174533170462936	http://purl.obolibrary.org/obo/IAO_0000605	MaterialsMine	MaterialsMine
https://purls.helmholtz-metadaten.de/msekg/174533170462937	http://purl.obolibrary.org/obo/IAO_0000605	MMOY	MMOY
https://purls.helmholtz-metadaten.de/msekg/174533170462938	http://purl.obolibrary.org/obo/IAO_0000605	MAMBO	MAMBO
https://purls.helmholtz-metadaten.de/msekg/174533170462939	http://purl.obolibrary.org/obo/IAO_0000605	DISO	DISO
https://purls.helmholtz-metadaten.de/msekg/174533170462940	http://purl.obolibrary.org/obo/IAO_0000605	MDO	MDO
https://purls.helmholtz-metadaten.de/msekg/174533170462941	http://purl.obolibrary.org/obo/IAO_0000605	NanoMine	NanoMine
https://purls.helmholtz-metadaten.de/msekg/174533170462942	http://purl.obolibrary.org/obo/IAO_0000605	DEB	DEB
https://purls.helmholtz-metadaten.de/msekg/174533170462943	http://purl.obolibrary.org/obo/IAO_0000605	SKOS_MDO	SKOS_MDO
https://purls.helmholtz-metadaten.de/msekg/174533170462944	http://purl.obolibrary.org/obo/IAO_0000605	FreeClass	FreeClass
https://purls.helmholtz-metadaten.de/msekg/174533170462945	http://purl.obolibrary.org/obo/IAO_0000605	Periodictable	Periodictable
https://purls.helmholtz-metadaten.de/msekg/174533170462946	http://purl.obolibrary.org/obo/IAO_0000605	MetalAlloy	MetalAlloy
https://purls.helmholtz-metadaten.de/msekg/174533170462947	http://purl.obolibrary.org/obo/IAO_0000605	EMMO_BattINFO	EMMO_BattINFO
https://purls.helmholtz-metadaten.de/msekg/174533170462948	http://purl.obolibrary.org/obo/IAO_0000605	IAO	IAO
https://purls.helmholtz-metadaten.de/msekg/174533170462949	http://purl.obolibrary.org/obo/IAO_0000605	CheBi	CheBi
https://purls.helmholtz-metadaten.de/msekg/174533170462950	http://purl.obolibrary.org/obo/IAO_0000605	OEO	OEO
https://purls.helmholtz-metadaten.de/msekg/174533170462951	http://purl.obolibrary.org/obo/IAO_0000605	PATO	PATO
https://purls.helmholtz-metadaten.de/msekg/174533170462952	http://purl.obolibrary.org/obo/IAO_0000605	UO	UO
https://purls.helmholtz-metadaten.de/msekg/174533170462953	http://purl.obolibrary.org/obo/IAO_0000605	OM	OM
https://purls.helmholtz-metadaten.de/msekg/174533170462954	http://purl.obolibrary.org/obo/IAO_0000605	QUDV	QUDV
https://purls.helmholtz-metadaten.de/msekg/174533170462955	http://purl.obolibrary.org/obo/IAO_0000605	OBI	OBI
https://purls.helmholtz-metadaten.de/msekg/174533170462956	http://purl.obolibrary.org/obo/IAO_0000605	NCIT	NCIT
https://purls.helmholtz-metadaten.de/msekg/174533170462957	http://purl.obolibrary.org/obo/IAO_0000605	QUDT	QUDT
https://purls.helmholtz-metadaten.de/msekg/174533170462958	http://purl.obolibrary.org/obo/IAO_0000605	OA	OA
https://purls.helmholtz-metadaten.de/msekg/174533170462959	http://purl.obolibrary.org/obo/IAO_0000605	WILD	WILD
https://purls.helmholtz-metadaten.de/msekg/174533170462960	http://purl.obolibrary.org/obo/IAO_0000605	P-PLAN	P-PLAN
https://purls.helmholtz-metadaten.de/msekg/174533170462961	http://purl.obolibrary.org/obo/IAO_0000605	SAREF	SAREF
https://purls.helmholtz-metadaten.de/msekg/174533170462962	http://purl.obolibrary.org/obo/IAO_0000605	OSMO	OSMO
https://purls.helmholtz-metadaten.de/msekg/174533170462963	http://purl.obolibrary.org/obo/IAO_0000605	VIMMP	VIMMP
https://purls.helmholtz-metadaten.de/msekg/174533170462964	http://purl.obolibrary.org/obo/IAO_0000605	BMO	BMO
https://purls.helmholtz-metadaten.de/msekg/174533170462965	http://purl.obolibrary.org/obo/IAO_0000605	MOL_BRINELL	MOL_BRINELL
https://purls.helmholtz-metadaten.de/msekg/174533170462966	http://purl.obolibrary.org/obo/IAO_0000605	AMONTOLOGY	AMONTOLOGY
https://purls.helmholtz-metadaten.de/msekg/174533170462967	http://purl.obolibrary.org/obo/IAO_0000605	SSOS	SSOS
https://purls.helmholtz-metadaten.de/msekg/174533170462968	http://purl.obolibrary.org/obo/IAO_0000605	CHAMEO	CHAMEO
https://purls.helmholtz-metadaten.de/msekg/174533170462969	http://purl.obolibrary.org/obo/IAO_0000605	MatVoc	MatVoc
https://purls.helmholtz-metadaten.de/msekg/174533170462970	http://purl.obolibrary.org/obo/IAO_0000605	M4I	M4I
https://purls.helmholtz-metadaten.de/msekg/174533170462971	http://purl.obolibrary.org/obo/IAO_0000605	OPMW	OPMW
https://purls.helmholtz-metadaten.de/msekg/174533170462972	http://purl.obolibrary.org/obo/IAO_0000605	MAT	MAT
https://purls.helmholtz-metadaten.de/msekg/174533170462973	http://purl.obolibrary.org/obo/IAO_0000605	NFDIcore	NFDIcore
https://purls.helmholtz-metadaten.de/msekg/174533170462974	http://purl.obolibrary.org/obo/IAO_0000605	MWO	MWO
https://purls.helmholtz-metadaten.de/msekg/174533170462975	http://purl.obolibrary.org/obo/IAO_0000605	tribAIn	tribAIn
https://purls.helmholtz-metadaten.de/msekg/174533170462976	http://purl.obolibrary.org/obo/IAO_0000605	EXPO	EXPO
https://purls.helmholtz-metadaten.de/msekg/174533170462977	http://purl.obolibrary.org/obo/IAO_0000605	CHMO	CHMO
https://purls.helmholtz-metadaten.de/msekg/174533170462978	http://purl.obolibrary.org/obo/IAO_0000605	CHEMINF	CHEMINF
https://purls.helmholtz-metadaten.de/msekg/174533170462979	http://purl.obolibrary.org/obo/IAO_0000605	OIE characterisation-methods	OIE characterisation-methods
